Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
41,1,22,81.89,40.06,50.45,1,22,13.64,72.73,31.82,18.18,4.55,4.55,0,0,4.55,0,0,0,0,0,22.73,9.09,4.55,0,0,4.55,13.64,0,0,0,0,0,0,4.55,0,4.55,0,0,4.55,0,0,4.55,0,9.09,0,4.55,0,0,0,0,0,0,4.55,13.64,4.55,0,0,0,4.55,0,9.09,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,13.64,0,9.09,9.09,0,0,0,0,0,4.55,0,4.55,4.55,0,0,0,118.18,0,0,0,0,0,118.18,0
42,1,22,20.83,17.46,20.79,20.23,22,22.73,77.27,54.55,45.45,9.09,9.09,0,0,0,0,9.09,0,9.09,4.55,0,4.55,4.55,9.09,13.64,0,13.64,0,0,9.09,0,9.09,0,18.18,0,18.18,0,0,0,9.09,4.55,9.09,0,13.64,4.55,4.55,4.55,0,4.55,0,0,0,4.55,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,4.55,0,4.55,4.55,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,0,0,13.64,4.55,4.55,0,0,4.55,0,0
43,1,30,2.14,3.95,82.8,20.23,15,16.67,93.33,73.33,56.67,20,6.67,0,0,0,0,6.67,13.33,16.67,3.33,0,10,13.33,6.67,10,6.67,26.67,3.33,0,0,0,0,0,23.33,0,23.33,3.33,3.33,0,6.67,0,10,0,16.67,6.67,6.67,0,0,0,0,0,0,3.33,13.33,3.33,0,0,3.33,0,0,10,0,0,0,0,6.67,6.67,0,0,3.33,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,13.33,6.67,0,0,6.67,0,0,0,3.33,0,10,6.67,3.33,3.33,0,0,0,23.33,6.67,6.67,0,0,10,0,0
44,1,29,1,40.06,21.61,98.26,14.5,3.45,96.55,72.41,58.62,20.69,6.9,3.45,0,3.45,0,0,13.79,6.9,0,0,3.45,20.69,10.34,13.79,0,27.59,3.45,3.45,3.45,0,3.45,0,0,0,0,0,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,24.14,0,0,3.45,20.69,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,3.45,0,0,3.45,0,0,0,0,0,0,0,10.34,31.03,3.45,3.45,3.45,3.45,0,0,0,6.9,3.45,3.45,0,0,0,0,0
45,1,18,49.68,1,77.17,1,9,16.67,94.44,83.33,61.11,22.22,5.56,5.56,0,0,0,0,16.67,38.89,5.56,5.56,11.11,5.56,0,0,5.56,16.67,5.56,11.11,0,0,0,0,33.33,0,27.78,5.56,0,0,5.56,5.56,11.11,0,5.56,0,5.56,5.56,0,5.56,0,0,0,0,5.56,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,0,0,27.78,16.67,5.56,0,0,5.56,0,0
46,1,34,1,99,83.69,1.85,17,11.76,100,88.24,76.47,29.41,26.47,2.94,0,14.71,5.88,2.94,2.94,8.82,2.94,0,14.71,20.59,5.88,11.76,5.88,26.47,8.82,2.94,11.76,5.88,0,5.88,17.65,0,17.65,2.94,2.94,0,2.94,0,11.76,0,8.82,2.94,5.88,2.94,0,2.94,0,0,0,0,38.24,14.71,0,0,0,2.94,2.94,23.53,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,0,0,5.88,0,0,2.94,5.88,0,11.76,2.94,0,0,0,0,0,32.35,5.88,5.88,0,0,14.71,5.88,0
47,1,15,59.67,1,19.26,20.23,7.5,13.33,86.67,60,46.67,6.67,0,0,0,0,0,0,6.67,13.33,6.67,0,13.33,20,0,0,6.67,33.33,6.67,0,13.33,0,0,13.33,13.33,0,13.33,0,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,6.67,0,13.33,13.33,0,0,0,0,0,20,13.33,0,0,0,6.67,0,0
48,1,17,79.1,40.06,12.44,20.23,17,23.53,94.12,82.35,64.71,11.76,11.76,5.88,0,0,5.88,0,0,17.65,11.76,5.88,17.65,11.76,5.88,5.88,0,23.53,5.88,5.88,0,0,0,0,23.53,0,23.53,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,0,0,0,5.88,0,0,0,5.88,5.88,5.88,0,0,11.76,5.88,5.88,0,0,0,0,0
49,1,19,12.74,90.88,1,99,6.33,5.26,94.74,78.95,78.95,26.32,21.05,5.26,5.26,5.26,0,5.26,5.26,21.05,10.53,0,15.79,15.79,5.26,5.26,5.26,15.79,5.26,10.53,10.53,5.26,0,5.26,5.26,5.26,0,0,0,0,0,0,0,0,15.79,10.53,0,5.26,5.26,0,0,0,0,5.26,21.05,5.26,5.26,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,15.79,0,0,0
50,1,16,26.1,1.71,54.55,1,5.33,25,75,62.5,50,25,25,18.75,0,0,0,6.25,0,18.75,12.5,0,6.25,18.75,0,0,0,18.75,12.5,0,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,6.25,0,6.25,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,12.5,12.5,0,0,6.25,0,0,0,0,6.25,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,37.5,18.75,0,0,0,6.25,12.5,0
51,1,23,14.64,85.5,44.75,84.9,7.67,26.09,82.61,65.22,56.52,13.04,4.35,0,0,4.35,0,0,8.7,17.39,4.35,0,8.7,13.04,8.7,8.7,0,17.39,4.35,8.7,0,0,0,0,13.04,4.35,8.7,0,0,0,4.35,0,8.7,0,4.35,4.35,0,4.35,4.35,0,0,0,0,0,17.39,4.35,0,0,0,0,4.35,13.04,0,0,0,8.7,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,0,0,8.7,4.35,0,0,0,4.35,8.7,0,0,0,0,0,0,13.04,4.35,0,8.7,0,0,0,0
52,1,16,62.1,40.06,99,20.23,8,25,75,56.25,43.75,12.5,6.25,6.25,0,0,0,0,6.25,12.5,12.5,0,6.25,6.25,6.25,6.25,0,12.5,6.25,6.25,0,0,0,0,6.25,0,6.25,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,12.5,18.75,0,6.25,12.5,0,0,0,0,0,0,6.25,0,0,0,0,0,31.25,6.25,12.5,0,6.25,6.25,0,0
53,1,42,96.35,27.1,12.96,57.46,42,23.81,78.57,61.9,52.38,7.14,2.38,2.38,0,0,0,0,4.76,19.05,16.67,0,14.29,9.52,4.76,0,2.38,16.67,4.76,0,4.76,0,0,4.76,11.9,0,11.9,7.14,2.38,2.38,2.38,0,0,0,2.38,2.38,0,0,0,0,0,0,0,0,9.52,7.14,0,0,0,2.38,4.76,2.38,0,0,0,0,11.9,11.9,0,0,2.38,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,2.38,2.38,0,0,0,0,4.76,4.76,0,0,0,0,0,0,16.67,0,9.52,0,0,2.38,4.76,0
54,1,12,26.1,84.23,1,1,6,25,83.33,66.67,66.67,33.33,16.67,0,0,0,16.67,0,16.67,16.67,0,0,25,8.33,8.33,0,0,8.33,0,0,0,0,0,0,16.67,0,16.67,0,8.33,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,25,8.33,0,0,8.33,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,25,16.67,0,0,0,8.33,0,0
55,1,29,47.93,96.58,1,20.23,14.5,10.34,96.55,82.76,68.97,17.24,17.24,0,0,0,17.24,0,0,17.24,0,0,27.59,13.79,0,6.9,6.9,20.69,3.45,0,6.9,6.9,0,0,10.34,3.45,6.9,3.45,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,31.03,6.9,0,0,0,0,3.45,24.14,6.9,0,17.24,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,10.34,0,3.45,10.34,0,0,0,0,0,10.34,0,6.9,3.45,3.45,0,0,13.79,6.9,3.45,0,0,3.45,0,0
56,1,20,8.11,69.2,1,90.5,10,35,90,70,55,10,5,0,0,5,0,0,5,15,5,0,5,20,5,5,5,25,15,5,0,0,0,0,20,5,15,0,0,5,0,5,0,0,5,5,0,0,0,0,0,0,0,0,20,10,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,10,0,0,0,0,5,10,0,0,0,0,0,0,30,10,10,0,0,5,5,0
57,1,19,22.98,14.81,8.42,1,9.5,36.84,78.95,52.63,47.37,5.26,0,0,0,0,0,0,5.26,15.79,10.53,0,0,21.05,5.26,5.26,0,21.05,5.26,0,0,0,0,0,15.79,0,15.79,0,0,0,10.53,0,5.26,0,5.26,0,5.26,5.26,0,5.26,0,0,0,0,10.53,10.53,0,0,0,10.53,0,0,0,0,0,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,21.05,0,0,0,0,0,0,15.79,10.53,0,0,0,0,5.26,0
58,1,11,97.37,5.27,95.15,20.23,11,9.09,90.91,72.73,54.55,9.09,9.09,9.09,0,0,0,0,0,27.27,18.18,9.09,9.09,0,9.09,0,0,18.18,0,9.09,0,0,0,0,18.18,0,18.18,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,17,3.11,1,97.97,99,8.5,5.88,88.24,82.35,70.59,17.65,11.76,5.88,0,0,5.88,0,5.88,5.88,0,0,23.53,23.53,11.76,5.88,5.88,17.65,23.53,0,5.88,0,5.88,0,35.29,5.88,29.41,5.88,0,0,5.88,0,17.65,0,11.76,11.76,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,11.76,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,5.88,5.88,5.88,5.88,5.88,0,0,0,17.65,11.76,0,0,0,5.88,0,0
60,1,29,76.81,22.04,7.91,20.23,14.5,17.24,72.41,65.52,48.28,10.34,3.45,0,0,0,3.45,0,6.9,10.34,6.9,0,20.69,13.79,6.9,0,3.45,17.24,6.9,3.45,0,0,0,0,3.45,0,3.45,0,0,0,0,0,3.45,0,6.9,3.45,3.45,3.45,0,3.45,0,3.45,0,0,6.9,3.45,0,0,3.45,0,3.45,3.45,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,10.34,0,0,10.34,0,0,0,0,0,13.79,0,3.45,3.45,0,0,0,34.48,6.9,3.45,0,0,13.79,10.34,0
61,1,41,89.52,26.81,14.11,58.42,13.67,17.07,87.8,68.29,41.46,9.76,4.88,2.44,0,0,0,2.44,4.88,14.63,9.76,0,12.2,2.44,0,7.32,2.44,14.63,12.2,2.44,4.88,0,4.88,0,7.32,2.44,4.88,2.44,0,0,0,0,2.44,0,9.76,4.88,2.44,0,0,0,0,0,0,2.44,9.76,2.44,0,0,0,2.44,0,7.32,0,0,0,0,2.44,2.44,0,0,9.76,2.44,0,4.88,2.44,0,2.44,0,0,0,0,0,0,0,0,0,0,4.88,0,2.44,0,0,0,0,12.2,9.76,0,2.44,2.44,2.44,2.44,0,0,0,9.76,0,0,0,0,0,0,21.95,7.32,7.32,0,0,2.44,4.88,0
62,1,14,35.59,9.23,72.58,1,7,21.43,100,71.43,35.71,7.14,0,0,0,0,0,0,7.14,7.14,0,0,14.29,14.29,7.14,0,7.14,35.71,14.29,0,7.14,0,7.14,7.14,7.14,0,7.14,0,0,0,0,0,7.14,0,21.43,7.14,14.29,7.14,0,7.14,0,0,0,0,14.29,7.14,0,0,0,7.14,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,14.29,0,0,0,7.14,0,0,7.14,7.14,0,7.14,0,0,0,0,7.14,7.14,14.29,0,0,0,0,0,0,35.71,14.29,0,0,0,21.43,0,0
63,1,11,71.44,40.06,1,20.23,5.5,9.09,72.73,54.55,45.45,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,18.18,0,9.09,0,18.18,0,0,9.09,0,9.09,9.09,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,9.09,0,0,45.45,9.09,9.09,9.09,0,0,18.18,0
64,1,61,35.92,99,71.87,71.67,12.2,9.84,96.72,81.97,57.38,18.03,16.39,3.28,0,11.48,0,1.64,1.64,18.03,6.56,1.64,11.48,6.56,9.84,3.28,1.64,18.03,14.75,8.2,6.56,1.64,4.92,0,18.03,0,18.03,4.92,4.92,1.64,4.92,1.64,1.64,0,3.28,3.28,0,0,0,0,0,0,0,0,22.95,3.28,0,0,0,0,1.64,19.67,0,0,6.56,0,0,0,0,0,1.64,0,0,1.64,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,6.56,8.2,4.92,0,3.28,4.92,0,0,9.84,0,4.92,1.64,0,0,0,0,0,21.31,6.56,3.28,1.64,0,1.64,8.2,0
65,1,28,18.12,99,1,75.77,9.33,7.14,96.43,71.43,60.71,28.57,21.43,0,0,14.29,7.14,0,7.14,7.14,0,0,21.43,10.71,0,7.14,3.57,14.29,7.14,0,25,0,3.57,21.43,14.29,0,14.29,0,3.57,3.57,3.57,0,7.14,0,21.43,7.14,3.57,0,0,0,0,0,0,10.71,32.14,7.14,0,0,3.57,0,0,25,0,0,0,7.14,0,0,0,0,7.14,0,0,7.14,3.57,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,3.57,3.57,0,7.14,0,0,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,17.86,10.71,3.57,0,0,3.57,0,0
66,1,17,29.85,12.77,97.97,95.42,17,17.65,82.35,58.82,47.06,5.88,5.88,0,0,0,5.88,0,0,17.65,11.76,5.88,0,11.76,5.88,5.88,5.88,17.65,5.88,5.88,11.76,5.88,0,5.88,17.65,0,17.65,5.88,5.88,0,5.88,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,17.65,5.88,0,0,0,0,0,11.76,0,0,0,11.76,5.88,5.88,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,5.88,11.76,0,0,0,0,0,11.76,0,0,0,0,0,0,29.41,0,5.88,5.88,0,5.88,11.76,0
67,1,50,1.35,89.5,13.33,95.9,12.5,18,96,68,60,26,18,0,0,4,0,14,8,6,0,0,10,8,2,8,12,14,2,0,14,8,0,6,22,0,22,0,2,2,8,0,12,0,6,6,0,6,6,0,0,0,0,0,34,6,2,0,0,0,0,30,8,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,4,10,0,0,0,0,0,0,26,8,12,0,0,6,0,0
68,1,51,29.85,40.06,99,4.72,17,5.88,88.24,72.55,54.9,17.65,13.73,3.92,1.96,0,5.88,0,3.92,13.73,1.96,0,13.73,7.84,5.88,5.88,1.96,19.61,7.84,5.88,1.96,1.96,0,0,11.76,0,11.76,3.92,1.96,0,1.96,0,7.84,0,9.8,3.92,5.88,5.88,0,5.88,0,0,0,0,17.65,5.88,0,0,0,0,3.92,11.76,0,0,7.84,0,0,0,0,0,1.96,1.96,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,17.65,19.61,0,1.96,17.65,0,0,0,1.96,7.84,1.96,0,0,0,0,0,0,7.84,5.88,0,0,0,1.96,0,0
69,1,16,1,1,89.39,1,16,25,93.75,81.25,68.75,18.75,6.25,6.25,0,0,0,0,12.5,25,0,0,0,18.75,6.25,12.5,12.5,25,12.5,0,6.25,0,0,6.25,43.75,6.25,37.5,0,0,6.25,6.25,6.25,18.75,0,6.25,0,6.25,6.25,0,6.25,0,0,0,0,12.5,12.5,0,0,6.25,0,12.5,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,6.25,12.5,0,0,0,0,0,0,0,18.75,6.25,6.25,0,0,6.25,0,0
70,1,13,31.07,98.04,2.93,99,13,0,92.31,76.92,46.15,30.77,15.38,7.69,7.69,0,0,0,15.38,23.08,0,0,7.69,0,0,0,0,23.08,7.69,7.69,7.69,7.69,0,0,23.08,7.69,15.38,7.69,0,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,23.08,7.69,0,0,0,0,7.69,15.38,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0
71,1,10,89.52,3.95,63.35,99,3.33,10,90,50,30,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,10,10,0,10,10,0,0,10,20,20,0,0,0,0,0,0,0,0,40,30,10,20,20,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,20,0,10,10,0,0,0,0,0,0,0,10,10,0,0,0,40,20,0,0,0,0,20,0
72,1,54,19.76,1,10.18,5.19,18,25.93,92.59,72.22,55.56,9.26,3.7,0,1.85,0,0,1.85,5.56,3.7,1.85,0,16.67,14.81,5.56,7.41,9.26,29.63,0,3.7,9.26,5.56,1.85,1.85,27.78,1.85,25.93,1.85,1.85,7.41,3.7,0,16.67,0,5.56,1.85,3.7,1.85,0,1.85,0,0,0,0,14.81,7.41,1.85,0,0,1.85,3.7,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,3.7,0,0,3.7,0,0,0,7.41,0,3.7,0,0,0,0,0,0,1.85,5.56,1.85,1.85,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,20.37,5.56,3.7,0,0,7.41,3.7,0
73,1,18,66.04,13.82,99,20.23,6,33.33,77.78,72.22,44.44,16.67,5.56,5.56,0,0,0,0,11.11,11.11,5.56,0,11.11,5.56,5.56,0,0,33.33,0,0,5.56,0,0,5.56,22.22,0,22.22,22.22,5.56,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,11.11,0,0,5.56,5.56,0,0,0,16.67,0,0,0,0,0,0,0,22.22,16.67,0,0,0,0,5.56,0
74,1,85,39.7,6.8,1.39,9.05,17,14.12,88.24,71.76,57.65,16.47,9.41,3.53,0,1.18,4.71,0,7.06,20,9.41,1.18,9.41,9.41,4.71,4.71,3.53,18.82,9.41,9.41,0,0,0,0,10.59,0,10.59,1.18,1.18,1.18,0,1.18,4.71,1.18,5.88,1.18,2.35,3.53,1.18,1.18,0,0,0,2.35,12.94,8.24,0,0,0,1.18,5.88,4.71,0,0,2.35,2.35,2.35,0,2.35,0,3.53,0,0,0,2.35,1.18,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,3.53,3.53,0,0,0,2.35,1.18,0,2.35,5.88,9.41,1.18,1.18,1.18,0,0,0,18.82,4.71,2.35,1.18,0,4.71,5.88,0
75,1,33,89.52,23.94,1,20.23,16.5,27.27,84.85,72.73,54.55,12.12,3.03,3.03,0,0,0,0,9.09,21.21,12.12,0,15.15,3.03,6.06,6.06,0,9.09,12.12,3.03,0,0,0,0,15.15,0,15.15,3.03,0,6.06,3.03,0,3.03,3.03,9.09,3.03,3.03,3.03,0,0,0,0,0,0,6.06,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,3.03,0,6.06,0,0,0,3.03,0,3.03,0,3.03,0,0,0,0,0,0,0,6.06,3.03,3.03,0,0,0,0,0
76,1,16,13.27,11.66,54.55,1,8,18.75,93.75,75,62.5,18.75,6.25,0,6.25,0,0,0,12.5,25,12.5,0,6.25,18.75,0,6.25,6.25,31.25,6.25,6.25,6.25,6.25,0,0,18.75,0,18.75,6.25,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,12.5,6.25,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,6.25,12.5,0,0,0,0,0,0,31.25,12.5,6.25,0,0,12.5,0,0
77,1,20,89.52,97.73,1,20.23,20,20,80,55,45,15,15,0,0,0,5,5,0,15,0,0,20,0,0,5,0,0,10,10,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,5,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,41,81.21,1.87,87.24,20.23,13.67,17.07,80.49,63.41,56.1,7.32,2.44,0,0,0,0,0,4.88,19.51,12.2,0,12.2,12.2,4.88,0,4.88,12.2,9.76,4.88,4.88,2.44,0,2.44,19.51,0,19.51,4.88,0,0,2.44,0,12.2,0,0,0,0,0,0,0,0,0,0,0,7.32,0,0,0,0,0,0,4.88,2.44,0,0,2.44,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,7.32,0,0,7.32,0,0,0,0,4.88,4.88,2.44,0,0,0,0,0,21.95,9.76,2.44,0,2.44,4.88,2.44,0
79,1,26,1,62.84,1,1,13,15.38,96.15,80.77,65.38,15.38,11.54,3.85,0,0,7.69,0,3.85,11.54,3.85,0,3.85,30.77,7.69,3.85,3.85,34.62,19.23,3.85,7.69,7.69,0,0,19.23,0,19.23,0,0,3.85,3.85,3.85,7.69,0,11.54,0,11.54,7.69,0,7.69,0,3.85,0,0,34.62,15.38,3.85,3.85,3.85,3.85,3.85,19.23,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,11.54,3.85,3.85,0,0,0,0,0,26.92,7.69,3.85,0,0,11.54,3.85,0
80,1,43,94.59,67.32,11.94,87.73,14.33,23.26,76.74,51.16,44.19,4.65,4.65,0,0,2.33,2.33,0,0,11.63,4.65,2.33,18.6,4.65,4.65,4.65,0,11.63,6.98,6.98,9.3,4.65,4.65,0,9.3,0,9.3,0,0,0,2.33,0,4.65,0,4.65,4.65,0,0,0,0,0,0,0,0,9.3,2.33,0,0,0,0,0,6.98,2.33,0,2.33,2.33,4.65,2.33,2.33,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,2.33,0,0,0,4.65,0,0,0,9.3,0,4.65,4.65,0,0,0,0,9.3,0,0,0,0,0,0,0,30.23,9.3,4.65,0,0,0,16.28,0
81,1,24,73.36,1.71,99,20.23,24,29.17,100,83.33,58.33,4.17,0,0,0,0,0,0,4.17,16.67,12.5,0,16.67,8.33,16.67,4.17,4.17,25,8.33,0,4.17,0,0,4.17,16.67,0,16.67,4.17,4.17,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,8.33,20.83,0,8.33,12.5,4.17,0,0,4.17,0,8.33,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0
82,1,20,15.41,97.73,1,20.23,20,30,100,65,55,15,10,0,5,5,0,0,5,20,0,0,10,10,10,5,0,10,5,5,20,5,0,15,15,5,10,0,0,5,5,0,0,0,15,5,5,0,0,0,0,0,0,5,15,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,10,0,5,0,5,0,0,5,0,0,5,0,0,0,0
